date,state,code,name,tranche,price,coupon,yield_measure_used,yield,current_yield,series_label,excluded_near_maturity,excluded_past_maturity,active_default_override
1842-10-08,New York,S-1820,"New York Canal 5s, 1860",n/a,78.0,5.0,ytm,7.052463019890533,6.41025641025641,canal_robustness,False,False,False
1842-10-15,New York,S-1820,"New York Canal 5s, 1860",n/a,82.25,5.0,ytm,6.618606600638896,6.079027355623101,canal_robustness,False,False,False
1842-10-22,New York,S-1820,"New York Canal 5s, 1860",n/a,82.625,5.0,ytm,6.582389472353374,6.051437216338881,canal_robustness,False,False,False
1842-10-29,New York,S-1820,"New York Canal 5s, 1860",n/a,83.0,5.0,ytm,6.546270380736595,6.024096385542169,canal_robustness,False,False,False
1842-11-12,New York,S-1820,"New York Canal 5s, 1860",n/a,83.0,5.0,ytm,6.548690104828283,6.024096385542169,canal_robustness,False,False,False
1842-12-03,New York,S-1820,"New York Canal 5s, 1860",n/a,80.0,5.0,ytm,6.856720458836521,6.25,canal_robustness,False,False,False
1842-12-10,New York,S-1820,"New York Canal 5s, 1860",n/a,82.0,5.0,ytm,6.653986360293533,6.097560975609756,canal_robustness,False,False,False
1843-02-18,New York,S-1820,"New York Canal 5s, 1860",n/a,90.5,5.0,ytm,5.840629887178726,5.524861878453039,canal_robustness,False,False,False
1843-04-15,New York,S-1820,"New York Canal 5s, 1860",n/a,91.0,5.0,ytm,5.79942627063046,5.4945054945054945,canal_robustness,False,False,False
1843-04-29,New York,S-1820,"New York Canal 5s, 1860",n/a,90.0,5.0,ytm,5.894373925290982,5.555555555555555,canal_robustness,False,False,False
1843-08-05,New York,S-1820,"New York Canal 5s, 1860",n/a,99.0,5.0,ytm,5.0863779937565345,5.05050505050505,canal_robustness,False,False,False
1843-09-02,New York,S-1820,"New York Canal 5s, 1860",n/a,99.0,5.0,ytm,5.086665515338638,5.05050505050505,canal_robustness,False,False,False
1843-09-30,New York,S-1820,"New York Canal 5s, 1860",n/a,99.0,5.0,ytm,5.086955748931621,5.05050505050505,canal_robustness,False,False,False
1843-10-14,New York,S-1820,"New York Canal 5s, 1860",n/a,100.0,5.0,ytm,5.0,5.0,canal_robustness,False,False,False
1843-10-28,New York,S-1820,"New York Canal 5s, 1860",n/a,99.5,5.0,ytm,5.043515032292188,5.025125628140704,canal_robustness,False,False,False
1843-12-09,New York,S-1820,"New York Canal 5s, 1860",n/a,104.0,5.0,ytm,4.657823586226718,4.807692307692308,canal_robustness,False,False,False
1843-12-16,New York,S-1820,"New York Canal 5s, 1860",n/a,102.5,5.0,ytm,4.784371971516454,4.878048780487805,canal_robustness,False,False,False
1844-01-06,New York,S-1820,"New York Canal 5s, 1860",n/a,102.0,5.0,ytm,4.826626694181664,4.901960784313726,canal_robustness,False,False,False
1844-01-13,New York,S-1820,"New York Canal 5s, 1860",n/a,102.0,5.0,ytm,4.826478018172187,4.901960784313726,canal_robustness,False,False,False
1844-07-20,New York,S-1820,"New York Canal 5s, 1860",n/a,102.5,5.0,ytm,4.778453803794934,4.878048780487805,canal_robustness,False,False,False
1844-07-27,New York,S-1820,"New York Canal 5s, 1860",n/a,103.0,5.0,ytm,4.734561772140392,4.854368932038835,canal_robustness,False,False,False
1844-08-10,New York,S-1820,"New York Canal 5s, 1860",n/a,103.0,5.0,ytm,4.734084779534306,4.854368932038835,canal_robustness,False,False,False
1844-09-07,New York,S-1820,"New York Canal 5s, 1860",n/a,102.5,5.0,ytm,4.77705389813601,4.878048780487805,canal_robustness,False,False,False
1844-09-28,New York,S-1820,"New York Canal 5s, 1860",n/a,102.0,5.0,ytm,4.820714441801259,4.901960784313726,canal_robustness,False,False,False
1844-10-05,New York,S-1820,"New York Canal 5s, 1860",n/a,102.5,5.0,ytm,4.776242885597299,4.878048780487805,canal_robustness,False,False,False
1844-10-12,New York,S-1820,"New York Canal 5s, 1860",n/a,103.0,5.0,ytm,4.731908581211668,4.854368932038835,canal_robustness,False,False,False
1844-10-19,New York,S-1820,"New York Canal 5s, 1860",n/a,104.0,5.0,ytm,4.643972142170989,4.807692307692308,canal_robustness,False,False,False
1844-12-28,New York,S-1820,"New York Canal 5s, 1860",n/a,103.0,5.0,ytm,4.729180857009864,4.854368932038835,canal_robustness,False,False,False
1845-01-04,New York,S-1820,"New York Canal 5s, 1860",n/a,104.0,5.0,ytm,4.64034380875638,4.807692307692308,canal_robustness,False,False,False
1845-01-11,New York,S-1820,"New York Canal 5s, 1860",n/a,104.25,5.0,ytm,4.6179776136041095,4.796163069544365,canal_robustness,False,False,False
1845-01-25,New York,S-1820,"New York Canal 5s, 1860",n/a,104.5,5.0,ytm,4.5952455881284955,4.784688995215311,canal_robustness,False,False,False
1845-02-15,New York,S-1820,"New York Canal 5s, 1860",n/a,103.25,5.0,ytm,4.705051744056921,4.842615012106537,canal_robustness,False,False,False
1845-05-10,New York,S-1820,"New York Canal 5s, 1860",n/a,100.25,5.0,ytm,4.976708166950593,4.987531172069826,canal_robustness,False,False,False
1845-10-18,New York,S-1820,"New York Canal 5s, 1860",n/a,101.0,5.0,ytm,4.905071788321307,4.9504950495049505,canal_robustness,False,False,False
1845-12-27,New York,S-1820,"New York Canal 5s, 1860",n/a,98.25,5.0,ytm,5.1701287200873995,5.089058524173027,canal_robustness,False,False,False
1846-03-21,New York,S-1820,"New York Canal 5s, 1860",n/a,99.5,5.0,ytm,5.0489005589062055,5.025125628140704,canal_robustness,False,False,False
1846-03-28,New York,S-1820,"New York Canal 5s, 1860",n/a,99.0,5.0,ytm,5.098148390650287,5.05050505050505,canal_robustness,False,False,False
1846-05-09,New York,S-1820,"New York Canal 5s, 1860",n/a,99.0,5.0,ytm,5.0987636275661155,5.05050505050505,canal_robustness,False,False,False
1846-05-16,New York,S-1820,"New York Canal 5s, 1860",n/a,96.0,5.0,ytm,5.401521797951804,5.208333333333334,canal_robustness,False,False,False
1846-07-25,New York,S-1820,"New York Canal 5s, 1860",n/a,98.0,5.0,ytm,5.200847101825097,5.1020408163265305,canal_robustness,False,False,False
1846-08-01,New York,S-1820,"New York Canal 5s, 1860",n/a,98.0,5.0,ytm,5.201061832361567,5.1020408163265305,canal_robustness,False,False,False
1846-09-12,New York,S-1820,"New York Canal 5s, 1860",n/a,97.5,5.0,ytm,5.25359440005627,5.128205128205128,canal_robustness,False,False,False
1846-09-26,New York,S-1820,"New York Canal 5s, 1860",n/a,97.5,5.0,ytm,5.254144295959557,5.128205128205128,canal_robustness,False,False,False
1846-10-03,New York,S-1820,"New York Canal 5s, 1860",n/a,97.75,5.0,ytm,5.228688913986357,5.115089514066496,canal_robustness,False,False,False
1846-10-10,New York,S-1820,"New York Canal 5s, 1860",n/a,99.25,5.0,ytm,5.075738116467077,5.037783375314862,canal_robustness,False,False,False
1846-10-31,New York,S-1820,"New York Canal 5s, 1860",n/a,99.0,5.0,ytm,5.101442764759347,5.05050505050505,canal_robustness,False,False,False
1846-12-05,New York,S-1820,"New York Canal 5s, 1860",n/a,97.0,5.0,ytm,5.309113136843224,5.154639175257731,canal_robustness,False,False,False
1847-02-13,New York,S-1820,"New York Canal 5s, 1860",n/a,98.0,5.0,ytm,5.207333698300755,5.1020408163265305,canal_robustness,False,False,False
1847-05-01,New York,S-1820,"New York Canal 5s, 1860",n/a,98.5,5.0,ytm,5.157060625390515,5.0761421319796955,canal_robustness,False,False,False
1847-07-03,New York,S-1820,"New York Canal 5s, 1860",n/a,101.75,5.0,ytm,4.817824864853126,4.914004914004914,canal_robustness,False,False,False
1847-07-10,New York,S-1820,"New York Canal 5s, 1860",n/a,101.5,5.0,ytm,4.843473205021138,4.926108374384237,canal_robustness,False,False,False
1847-08-07,New York,S-1820,"New York Canal 5s, 1860",n/a,101.0,5.0,ytm,4.894896379031993,4.9504950495049505,canal_robustness,False,False,False
1847-10-23,New York,S-1820,"New York Canal 5s, 1860",n/a,100.5,5.0,ytm,4.946621768059079,4.975124378109453,canal_robustness,False,False,False
1847-11-06,New York,S-1820,"New York Canal 5s, 1860",n/a,101.0,5.0,ytm,4.893251696014185,4.9504950495049505,canal_robustness,False,False,False
1847-12-18,New York,S-1820,"New York Canal 5s, 1860",n/a,97.0,5.0,ytm,5.329141119521963,5.154639175257731,canal_robustness,False,False,False
1847-12-25,New York,S-1820,"New York Canal 5s, 1860",n/a,96.0,5.0,ytm,5.441634512574962,5.208333333333334,canal_robustness,False,False,False
1848-05-06,New York,S-1820,"New York Canal 5s, 1860",n/a,95.5,5.0,ytm,5.510076077494146,5.2356020942408374,canal_robustness,False,False,False
1848-06-10,New York,S-1820,"New York Canal 5s, 1860",n/a,98.0,5.0,ytm,5.225275014474446,5.1020408163265305,canal_robustness,False,False,False
1848-06-17,New York,S-1820,"New York Canal 5s, 1860",n/a,97.25,5.0,ytm,5.311331520145777,5.141388174807198,canal_robustness,False,False,False
1848-06-24,New York,S-1820,"New York Canal 5s, 1860",n/a,97.5,5.0,ytm,5.28303532752563,5.128205128205128,canal_robustness,False,False,False
1848-07-15,New York,S-1820,"New York Canal 5s, 1860",n/a,96.0,5.0,ytm,5.458099169928301,5.208333333333334,canal_robustness,False,False,False
1848-08-05,New York,S-1820,"New York Canal 5s, 1860",n/a,97.0,5.0,ytm,5.343169627952656,5.154639175257731,canal_robustness,False,False,False
1848-09-02,New York,S-1820,"New York Canal 5s, 1860",n/a,97.5,5.0,ytm,5.286752604756165,5.128205128205128,canal_robustness,False,False,False
1848-09-09,New York,S-1820,"New York Canal 5s, 1860",n/a,98.25,5.0,ytm,5.20023151009972,5.089058524173027,canal_robustness,False,False,False
1848-09-16,New York,S-1820,"New York Canal 5s, 1860",n/a,96.75,5.0,ytm,5.375189333951198,5.167958656330749,canal_robustness,False,False,False
1848-09-30,New York,S-1820,"New York Canal 5s, 1860",n/a,98.5,5.0,ytm,5.17209362187207,5.0761421319796955,canal_robustness,False,False,False
1848-10-14,New York,S-1820,"New York Canal 5s, 1860",n/a,160.0,5.0,ytm,-0.26949368990384615,3.125,canal_robustness,False,False,False
1848-10-28,New York,S-1820,"New York Canal 5s, 1860",n/a,99.5,5.0,ytm,5.057382554868307,5.025125628140704,canal_robustness,False,False,False
1842-01-08,New York,S-1950,"New York Canal 6s, 1861",n/a,81.0,6.0,ytm,7.735882435911841,7.4074074074074066,canal_robustness,False,False,False
1842-01-15,New York,S-1950,"New York Canal 6s, 1861",n/a,76.0,6.0,ytm,8.256438190743706,7.894736842105263,canal_robustness,False,False,False
1842-02-12,New York,S-1950,"New York Canal 6s, 1861",n/a,80.0,6.0,ytm,7.843336232724461,7.5,canal_robustness,False,False,False
1842-03-05,New York,S-1950,"New York Canal 6s, 1861",n/a,82.0,6.0,ytm,7.643970105799393,7.317073170731707,canal_robustness,False,False,False
1842-03-26,New York,S-1950,"New York Canal 6s, 1861",n/a,81.0,6.0,ytm,7.748304505631233,7.4074074074074066,canal_robustness,False,False,False
1842-04-09,New York,S-1950,"New York Canal 6s, 1861",n/a,82.0,6.0,ytm,7.649344224906926,7.317073170731707,canal_robustness,False,False,False
1842-04-16,New York,S-1950,"New York Canal 6s, 1861",n/a,85.75,6.0,ytm,7.280209042012206,6.997084548104956,canal_robustness,False,False,False
1842-05-28,New York,S-1950,"New York Canal 6s, 1861",n/a,90.25,6.0,ytm,6.8586004801649985,6.64819944598338,canal_robustness,False,False,False
1842-06-04,New York,S-1950,"New York Canal 6s, 1861",n/a,91.0,6.0,ytm,6.789964864527059,6.593406593406594,canal_robustness,False,False,False
1842-06-18,New York,S-1950,"New York Canal 6s, 1861",n/a,94.0,6.0,ytm,6.519187558229459,6.382978723404255,canal_robustness,False,False,False
1842-07-23,New York,S-1950,"New York Canal 6s, 1861",n/a,89.0,6.0,ytm,6.980286548343548,6.741573033707865,canal_robustness,False,False,False
1842-07-30,New York,S-1950,"New York Canal 6s, 1861",n/a,90.25,6.0,ytm,6.863759462504368,6.64819944598338,canal_robustness,False,False,False
1842-12-03,New York,S-1950,"New York Canal 6s, 1861",n/a,93.5,6.0,ytm,6.573124580357688,6.417112299465241,canal_robustness,False,False,False
1843-01-14,New York,S-1950,"New York Canal 6s, 1861",n/a,95.5,6.0,ytm,6.3943490810845365,6.282722513089005,canal_robustness,False,False,False
1843-01-21,New York,S-1950,"New York Canal 6s, 1861",n/a,96.75,6.0,ytm,6.2831945894236725,6.2015503875969,canal_robustness,False,False,False
1843-01-28,New York,S-1950,"New York Canal 6s, 1861",n/a,98.25,6.0,ytm,6.151440791100505,6.106870229007633,canal_robustness,False,False,False
1843-02-04,New York,S-1950,"New York Canal 6s, 1861",n/a,99.0,6.0,ytm,6.08627144282796,6.0606060606060606,canal_robustness,False,False,False
1843-02-11,New York,S-1950,"New York Canal 6s, 1861",n/a,100.0,6.0,ytm,6.0,6.0,canal_robustness,False,False,False
1843-02-18,New York,S-1950,"New York Canal 6s, 1861",n/a,100.0,6.0,ytm,6.0,6.0,canal_robustness,False,False,False
1843-03-04,New York,S-1950,"New York Canal 6s, 1861",n/a,100.0,6.0,ytm,6.0,6.0,canal_robustness,False,False,False
1843-03-11,New York,S-1950,"New York Canal 6s, 1861",n/a,102.0,6.0,ytm,5.829424780781183,5.88235294117647,canal_robustness,False,False,False
1843-03-18,New York,S-1950,"New York Canal 6s, 1861",n/a,102.0,6.0,ytm,5.829305041598174,5.88235294117647,canal_robustness,False,False,False
1843-04-08,New York,S-1950,"New York Canal 6s, 1861",n/a,101.5,6.0,ytm,5.8713898616198215,5.911330049261084,canal_robustness,False,False,False
1843-04-15,New York,S-1950,"New York Canal 6s, 1861",n/a,102.0,6.0,ytm,5.828823494310488,5.88235294117647,canal_robustness,False,False,False
1843-04-22,New York,S-1950,"New York Canal 6s, 1861",n/a,104.0,6.0,ytm,5.660763686662785,5.769230769230769,canal_robustness,False,False,False
1843-05-06,New York,S-1950,"New York Canal 6s, 1861",n/a,104.5,6.0,ytm,5.61875248763291,5.741626794258373,canal_robustness,False,False,False
1843-05-13,New York,S-1950,"New York Canal 6s, 1861",n/a,106.0,6.0,ytm,5.495013026856873,5.660377358490567,canal_robustness,False,False,False
1843-05-20,New York,S-1950,"New York Canal 6s, 1861",n/a,106.0,6.0,ytm,5.494653858453963,5.660377358490567,canal_robustness,False,False,False
1843-06-03,New York,S-1950,"New York Canal 6s, 1861",n/a,107.0,6.0,ytm,5.4124409299554515,5.607476635514018,canal_robustness,False,False,False
1843-06-10,New York,S-1950,"New York Canal 6s, 1861",n/a,107.0,6.0,ytm,5.412021191274978,5.607476635514018,canal_robustness,False,False,False
1843-06-17,New York,S-1950,"New York Canal 6s, 1861",n/a,108.5,6.0,ytm,5.290655116356353,5.529953917050691,canal_robustness,False,False,False
1843-07-01,New York,S-1950,"New York Canal 6s, 1861",n/a,109.5,6.0,ytm,5.209855152092914,5.47945205479452,canal_robustness,False,False,False
1843-08-19,New York,S-1950,"New York Canal 6s, 1861",n/a,108.0,6.0,ytm,5.326422985997454,5.555555555555555,canal_robustness,False,False,False
1843-08-26,New York,S-1950,"New York Canal 6s, 1861",n/a,105.0,6.0,ytm,5.572543466046842,5.714285714285714,canal_robustness,False,False,False
1843-09-30,New York,S-1950,"New York Canal 6s, 1861",n/a,106.5,6.0,ytm,5.44632845191901,5.633802816901409,canal_robustness,False,False,False
