date,code,price,coupon,yield_measure_used,yield_pct,current_yield_pct,flags
1848-01-29,S-2080,96.0,6.0,ytm,6.4647719018721155,6.25,
1848-02-05,S-2080,95.5,6.0,ytm,6.52482724220443,6.282722513089005,
1848-02-12,S-2080,96.75,6.0,ytm,6.377081267908278,6.2015503875969,
1848-02-19,S-2080,98.5,6.0,ytm,6.172708558303567,6.091370558375635,
1848-03-04,S-2080,99.0,6.0,ytm,6.115124232272473,6.0606060606060606,
1848-03-11,S-2080,98.75,6.0,ytm,6.144258910096286,6.075949367088607,
1848-03-18,S-2080,98.0,6.0,ytm,6.231966670889104,6.122448979591836,
1848-03-25,S-2080,96.25,6.0,ytm,6.439343766806975,6.233766233766234,
1848-04-01,S-2080,97.0,6.0,ytm,6.350558943329816,6.185567010309279,
1848-04-15,S-2080,98.75,6.0,ytm,6.14513041714079,6.075949367088607,
1848-04-22,S-2080,98.0,6.0,ytm,6.233370937187374,6.122448979591836,
1848-04-29,S-2080,98.5,6.0,ytm,6.174799504728239,6.091370558375635,
1848-05-06,S-2080,99.0,6.0,ytm,6.116381767895148,6.0606060606060606,
1848-05-13,S-2080,100.25,6.0,ytm,5.971050892267019,5.985037406483791,
1848-05-20,S-2080,100.0,6.0,ytm,6.0,6.0,
1848-05-27,S-2080,100.25,6.0,ytm,5.970979971918953,5.985037406483791,
1848-06-03,S-2080,100.25,6.0,ytm,5.970944335659876,5.985037406483791,
1848-06-10,S-2080,101.5,6.0,ytm,5.826534294543646,5.911330049261084,
1848-06-17,S-2080,98.75,6.0,ytm,6.146735602855928,6.075949367088607,
1848-06-24,S-2080,100.0,6.0,ytm,6.0,6.0,
1848-07-01,S-2080,99.75,6.0,ytm,6.029272486823717,6.015037593984962,
1848-07-08,S-2080,99.0,6.0,ytm,6.11767708355799,6.0606060606060606,
1848-07-15,S-2080,99.5,6.0,ytm,6.058764058462372,6.030150753768844,
1848-07-22,S-2080,99.5,6.0,ytm,6.058837284599058,6.030150753768844,
1848-07-29,S-2080,99.75,6.0,ytm,6.029418512896693,6.015037593984962,
1848-08-05,S-2080,99.0,6.0,ytm,6.118265354617543,6.0606060606060606,
1848-08-12,S-2080,99.5,6.0,ytm,6.059058441969314,6.030150753768844,
1848-08-26,S-2080,99.75,6.0,ytm,6.0295665118189055,6.015037593984962,
1848-09-02,S-2080,99.5,6.0,ytm,6.059281844049466,6.030150753768844,
1848-09-09,S-2080,99.0,6.0,ytm,6.1190119077595675,6.0606060606060606,
1848-09-16,S-2080,99.75,6.0,ytm,6.02967882986614,6.015037593984962,
1848-09-23,S-2080,99.5,6.0,ytm,6.059507525188974,6.030150753768844,
1848-09-30,S-2080,99.25,6.0,ytm,6.089487036239914,6.045340050377834,
1848-10-07,S-2080,99.625,6.0,ytm,6.044716429217529,6.022584692597239,
1848-10-14,S-2080,99.75,6.0,ytm,6.029830378793805,6.015037593984962,
1848-10-21,S-2080,100.0,6.0,ytm,6.0,6.0,
1848-10-28,S-2080,100.25,6.0,ytm,5.9701677410830785,5.985037406483791,
1848-11-04,S-2080,100.25,6.0,ytm,5.970129362836332,5.985037406483791,
1848-11-11,S-2080,100.75,6.0,ytm,5.910496038087261,5.955334987593052,
1848-11-18,S-2080,100.25,6.0,ytm,5.970052209424257,5.985037406483791,
1848-11-25,S-2080,101.75,6.0,ytm,5.791654669398071,5.896805896805897,
1848-12-02,S-2080,102.0,6.0,ytm,5.761877151391937,5.88235294117647,
1848-12-09,S-2080,103.25,6.0,ytm,5.6149300354389675,5.811138014527845,
1848-12-16,S-2080,98.0,6.0,ytm,6.243566335309455,6.122448979591836,
1848-12-30,S-2080,101.0,6.0,ytm,5.8797205809717275,5.9405940594059405,
1839-01-19,S-2100,106.5,6.0,ytm,5.2362893462469735,5.633802816901409,
1839-08-03,S-2100,99.0,6.0,ytm,6.126650603173597,6.0606060606060606,
1839-11-16,S-2100,96.0,6.0,ytm,6.5254812387242,6.25,
1839-11-23,S-2100,91.0,6.0,ytm,7.215048243549092,6.593406593406594,
1839-11-30,S-2100,90.0,6.0,ytm,7.35913732771549,6.666666666666667,
1839-12-07,S-2100,80.0,6.0,ytm,8.873481964835962,7.5,
1840-01-01,S-2100,80.0,6.0,ytm,8.888584724883657,7.5,
1840-01-04,S-2100,85.0,6.0,ytm,8.109218807848945,7.0588235294117645,
1840-01-11,S-2100,89.0,6.0,ytm,7.5162629787938595,6.741573033707865,
1840-01-18,S-2100,89.5,6.0,ytm,7.445662112385381,6.70391061452514,
1840-01-25,S-2100,90.0,6.0,ytm,7.375237487491117,6.666666666666667,
1840-02-01,S-2100,93.0,6.0,ytm,6.949113506121199,6.451612903225806,
1840-02-08,S-2100,99.0,6.0,ytm,6.131695823515919,6.0606060606060606,
1840-02-15,S-2100,90.0,6.0,ytm,7.381403897771034,6.666666666666667,
1840-02-22,S-2100,95.0,6.0,ytm,6.674000811740329,6.315789473684211,
1840-03-21,S-2100,97.0,6.0,ytm,6.402715799971872,6.185567010309279,
1840-03-28,S-2100,93.0,6.0,ytm,6.960600838663369,6.451612903225806,
1840-04-04,S-2100,90.0,6.0,ytm,7.396075183744695,6.666666666666667,
1840-04-11,S-2100,96.5,6.0,ytm,6.473183584347707,6.217616580310881,
1840-04-25,S-2100,97.0,6.0,ytm,6.405795812254479,6.185567010309279,
1840-05-02,S-2100,98.5,6.0,ytm,6.201673982224372,6.091370558375635,
1840-05-16,S-2100,95.0,6.0,ytm,6.68642418144835,6.315789473684211,
1840-05-23,S-2100,96.0,6.0,ytm,6.547182975754405,6.25,
1840-06-13,S-2100,99.5,6.0,ytm,6.067511857890643,6.030150753768844,
1840-06-20,S-2100,98.0,6.0,ytm,6.272518406349538,6.122448979591836,
1840-06-27,S-2100,98.0,6.0,ytm,6.272945280139525,6.122448979591836,
1840-07-01,S-2100,98.0,6.0,ytm,6.2731899810551495,6.122448979591836,
1840-07-04,S-2100,99.0,6.0,ytm,6.136000069551912,6.0606060606060606,
1840-07-11,S-2100,97.0,6.0,ytm,6.4127911155046,6.185567010309279,
1840-07-18,S-2100,80.0,6.0,ytm,9.016599112140511,7.5,
1840-08-22,S-2100,96.5,6.0,ytm,6.487433270296881,6.217616580310881,
1840-09-26,S-2100,96.75,6.0,ytm,6.4556917822415665,6.2015503875969,
1840-10-03,S-2100,96.0,6.0,ytm,6.563910728638509,6.25,
1840-12-30,S-2100,88.0,6.0,ytm,7.800663721107755,6.8181818181818175,
1841-01-09,S-2100,96.5,6.0,ytm,6.503681768552598,6.217616580310881,
1841-01-30,S-2100,96.75,6.0,ytm,6.469482216777703,6.2015503875969,
1841-02-20,S-2100,90.0,6.0,ytm,7.50353641285791,6.666666666666667,
1841-03-31,S-2100,90.0,6.0,ytm,7.518021131628321,6.666666666666667,
1841-04-03,S-2100,92.5,6.0,ytm,7.1245655752698,6.486486486486487,
1841-04-10,S-2100,94.0,6.0,ytm,6.89424905250359,6.382978723404255,
1841-04-24,S-2100,91.0,6.0,ytm,7.367204742723107,6.593406593406594,
1841-05-22,S-2100,96.0,6.0,ytm,6.596325752169909,6.25,
1841-06-19,S-2100,93.5,6.0,ytm,6.988553584836235,6.417112299465241,
1841-06-26,S-2100,93.0,6.0,ytm,7.069266167352017,6.451612903225806,
1841-09-18,S-2100,93.0,6.0,ytm,7.092899654405686,6.451612903225806,
1841-09-25,S-2100,93.0,6.0,ytm,7.094928456233057,6.451612903225806,
1841-10-02,S-2100,94.0,6.0,ytm,6.935410472146472,6.382978723404255,
1841-10-16,S-2100,90.0,6.0,ytm,7.59779575648023,6.666666666666667,
1841-11-20,S-2100,88.25,6.0,ytm,7.912815673876692,6.79886685552408,panic_window_spike
1842-01-22,S-2100,68.0,6.0,ytm,11.93923277687497,8.823529411764707,panic_window_spike
1842-02-19,S-2100,69.0,6.0,ytm,11.76460290358922,8.695652173913043,panic_window_spike
1842-03-12,S-2100,52.0,6.0,ytm,15.98324352255112,11.538461538461538,panic_window_spike
1842-03-19,S-2100,53.0,6.0,ytm,15.73072814363004,11.320754716981131,panic_window_spike
1842-03-26,S-2100,52.0,6.0,ytm,16.023144542116388,11.538461538461538,panic_window_spike
1842-04-09,S-2100,58.0,6.0,ytm,14.471124538315344,10.344827586206897,panic_window_spike
1842-04-23,S-2100,69.0,6.0,ytm,11.869169702457413,8.695652173913043,panic_window_spike
1842-04-30,S-2100,69.0,6.0,ytm,11.881078388117547,8.695652173913043,panic_window_spike
1842-05-07,S-2100,71.0,6.0,ytm,11.448372361518963,8.450704225352112,panic_window_spike
1842-05-14,S-2100,73.5,6.0,ytm,10.91696175692278,8.16326530612245,panic_window_spike
1842-05-21,S-2100,74.5,6.0,ytm,10.713932587509964,8.053691275167784,panic_window_spike
1842-05-28,S-2100,76.0,6.0,ytm,10.407862407862408,7.894736842105263,panic_window_spike
1842-06-04,S-2100,78.0,6.0,ytm,10.003369162823928,7.6923076923076925,panic_window_spike
1842-06-11,S-2100,80.0,6.0,ytm,9.60642279367379,7.5,panic_window_spike
1842-07-16,S-2100,70.0,6.0,ytm,11.787795088688448,8.571428571428571,
1842-07-23,S-2100,73.5,6.0,ytm,11.019954573059897,8.16326530612245,
1842-07-30,S-2100,75.0,6.0,ytm,10.7051201011378,8.0,
1842-08-20,S-2100,70.0,6.0,ytm,11.849301593547118,8.571428571428571,
1842-08-27,S-2100,71.0,6.0,ytm,11.633265354145424,8.450704225352112,
1842-09-03,S-2100,71.0,6.0,ytm,11.64533485375748,8.450704225352112,
1842-09-10,S-2100,73.25,6.0,ytm,11.150753117045252,8.19112627986348,
1842-09-17,S-2100,73.0,6.0,ytm,11.217627995719548,8.21917808219178,
1842-09-24,S-2100,72.0,6.0,ytm,11.454101288876435,8.333333333333332,
1842-10-01,S-2100,72.5,6.0,ytm,11.352766425394323,8.275862068965518,
1842-10-15,S-2100,71.0,6.0,ytm,11.719098505276474,8.450704225352112,
1842-10-22,S-2100,70.5,6.0,ytm,11.84754080799154,8.51063829787234,
1842-10-29,S-2100,70.0,6.0,ytm,11.977242633031846,8.571428571428571,
1842-11-05,S-2100,67.0,6.0,ytm,12.70782841356308,8.955223880597014,
1842-11-12,S-2100,72.0,6.0,ytm,11.538255680145584,8.333333333333332,
1842-11-19,S-2100,71.25,6.0,ytm,11.724171813587873,8.421052631578947,
1842-11-26,S-2100,71.0,6.0,ytm,11.79525172360133,8.450704225352112,
1842-12-17,S-2100,70.0,6.0,ytm,12.070945018754005,8.571428571428571,
1842-12-24,S-2100,71.5,6.0,ytm,11.72983479105928,8.391608391608392,
1842-12-31,S-2100,70.0,6.0,ytm,12.09837648898496,8.571428571428571,
1843-01-07,S-2100,72.0,6.0,ytm,11.638390781544858,8.333333333333332,
1843-01-14,S-2100,70.0,6.0,ytm,12.12610987791343,8.571428571428571,
1843-01-21,S-2100,93.0,6.0,ytm,7.261953145263571,6.451612903225806,
1843-01-28,S-2100,67.0,6.0,ytm,12.891174173392344,8.955223880597014,
1843-02-11,S-2100,68.25,6.0,ytm,12.611205077991196,8.791208791208792,policy_signal_window
1843-02-18,S-2100,68.0,6.0,ytm,12.688606730057506,8.823529411764707,policy_signal_window
1843-03-04,S-2100,69.0,6.0,ytm,12.471214618586284,8.695652173913043,policy_signal_window
1843-03-11,S-2100,70.5,6.0,ytm,12.118167202572346,8.51063829787234,policy_signal_window
1843-03-25,S-2100,70.0,6.0,ytm,12.269484996909032,8.571428571428571,policy_signal_window
1843-04-01,S-2100,68.0,6.0,ytm,12.783021599397763,8.823529411764707,policy_signal_window
1843-04-08,S-2100,68.0,6.0,ytm,12.799070847851334,8.823529411764707,policy_signal_window
1843-04-22,S-2100,69.25,6.0,ytm,12.516108655979496,8.664259927797833,policy_signal_window
1843-04-29,S-2100,77.0,6.0,ytm,10.67157281742309,7.792207792207792,policy_signal_window
1843-05-13,S-2100,85.0,6.0,ytm,8.928949568124827,7.0588235294117645,
1843-05-20,S-2100,85.5,6.0,ytm,8.83050303318106,7.017543859649122,
1843-06-03,S-2100,89.0,6.0,ytm,8.117753479650318,6.741573033707865,
1843-06-10,S-2100,92.0,6.0,ytm,7.519816437213184,6.521739130434782,
1843-06-17,S-2100,90.0,6.0,ytm,7.924465976657123,6.666666666666667,
1843-06-24,S-2100,87.0,6.0,ytm,8.548183321701625,6.896551724137931,
1843-07-01,S-2100,90.0,6.0,ytm,7.9339447102605005,6.666666666666667,
1843-07-15,S-2100,90.0,6.0,ytm,7.943535808191095,6.666666666666667,
1843-08-05,S-2100,89.0,6.0,ytm,8.165347870602035,6.741573033707865,
1843-08-19,S-2100,89.0,6.0,ytm,8.176274377391696,6.741573033707865,
1843-08-26,S-2100,89.25,6.0,ytm,8.129384366601377,6.722689075630252,
1843-09-09,S-2100,91.0,6.0,ytm,7.7754140121604,6.593406593406594,
1843-09-16,S-2100,93.25,6.0,ytm,7.319426242468883,6.434316353887399,
1843-09-23,S-2100,96.0,6.0,ytm,6.772892403034512,6.25,
1843-09-30,S-2100,95.0,6.0,ytm,6.97357347247938,6.315789473684211,
1843-10-14,S-2100,95.25,6.0,ytm,6.9285051004960945,6.299212598425196,
1843-10-21,S-2100,96.0,6.0,ytm,6.780936756327972,6.25,
1840-09-30,S-2110,96.75,6.0,ytm,6.3157091646087915,6.2015503875969,
1840-10-31,S-2110,100.0,6.0,ytm,6.0,6.0,
1840-11-07,S-2110,97.0,6.0,ytm,6.292425419793192,6.185567010309279,
1840-12-05,S-2110,98.5,6.0,ytm,6.145615275327902,6.091370558375635,
1840-12-19,S-2110,95.5,6.0,ytm,6.444328105372149,6.282722513089005,
1841-01-16,S-2110,96.5,6.0,ytm,6.345044316169987,6.217616580310881,
1841-02-06,S-2110,96.5,6.0,ytm,6.345963400299059,6.217616580310881,
1841-06-19,S-2110,94.0,6.0,ytm,6.611123301609988,6.382978723404255,
1841-07-03,S-2110,94.75,6.0,ytm,6.533654318204134,6.33245382585752,
1841-07-10,S-2110,94.25,6.0,ytm,6.586523577824637,6.36604774535809,
1841-10-16,S-2110,90.25,6.0,ytm,7.028818181127662,6.64819944598338,
1841-11-27,S-2110,86.0,6.0,ytm,7.519675664836954,6.976744186046512,panic_window_spike
1841-12-11,S-2110,81.0,6.0,ytm,8.123451715031626,7.4074074074074066,panic_window_spike
1842-01-22,S-2110,69.0,6.0,ytm,9.732112560833327,8.695652173913043,panic_window_spike
1842-01-29,S-2110,70.0,6.0,ytm,9.593961478396668,8.571428571428571,panic_window_spike
1842-02-05,S-2110,67.0,6.0,ytm,10.028289226981247,8.955223880597014,panic_window_spike
1842-03-12,S-2110,50.0,6.0,ytm,12.828475114019431,12.0,panic_window_spike
1842-03-19,S-2110,59.0,6.0,ytm,11.287597224511815,10.16949152542373,panic_window_spike
1842-04-09,S-2110,57.0,6.0,ytm,11.632808580627543,10.526315789473683,panic_window_spike
1842-04-16,S-2110,62.5,6.0,ytm,10.750768001966083,9.6,panic_window_spike
1842-04-23,S-2110,69.0,6.0,ytm,9.779996663389214,8.695652173913043,panic_window_spike
1842-05-07,S-2110,70.0,6.0,ytm,9.643779709597895,8.571428571428571,panic_window_spike
1842-05-14,S-2110,73.0,6.0,ytm,9.225746918309074,8.21917808219178,panic_window_spike
1842-05-21,S-2110,74.0,6.0,ytm,9.09150793595762,8.108108108108109,panic_window_spike
1842-06-04,S-2110,78.0,6.0,ytm,8.56223278071195,7.6923076923076925,panic_window_spike
1842-06-11,S-2110,80.0,6.0,ytm,8.305735056542812,7.5,panic_window_spike
1842-07-09,S-2110,72.5,6.0,ytm,9.32160138452301,8.275862068965518,
1842-07-23,S-2110,73.5,6.0,ytm,9.1888283042899,8.16326530612245,
1842-07-30,S-2110,74.0,6.0,ytm,9.122845267148191,8.108108108108109,
1842-09-03,S-2110,72.0,6.0,ytm,9.419607880606142,8.333333333333332,
1842-09-10,S-2110,73.25,6.0,ytm,9.246712281067351,8.19112627986348,
1842-09-17,S-2110,72.625,6.0,ytm,9.338036338118686,8.261617900172118,
1842-10-08,S-2110,70.0,6.0,ytm,9.72614744221711,8.571428571428571,
1842-10-15,S-2110,71.0,6.0,ytm,9.5845965930159,8.450704225352112,
1842-10-22,S-2110,71.0,6.0,ytm,9.58832545152048,8.450704225352112,
1842-11-05,S-2110,68.0,6.0,ytm,10.03865021554928,8.823529411764707,
1842-11-19,S-2110,70.5,6.0,ytm,9.676225767889571,8.51063829787234,
1842-11-26,S-2110,70.0,6.0,ytm,9.7534674404879,8.571428571428571,
1842-12-17,S-2110,68.0,6.0,ytm,10.064185237395398,8.823529411764707,
1842-12-24,S-2110,69.0,6.0,ytm,9.918023200840048,8.695652173913043,
1843-01-07,S-2110,67.0,6.0,ytm,10.229709286614456,8.955223880597014,
1843-01-14,S-2110,66.75,6.0,ytm,10.272683088234128,8.98876404494382,
1843-01-21,S-2110,62.0,6.0,ytm,11.031600551482107,9.67741935483871,
1843-01-28,S-2110,65.0,6.0,ytm,10.554967167972888,9.230769230769232,
1843-02-04,S-2110,67.0,6.0,ytm,10.247790375972706,8.955223880597014,policy_signal_window
1843-02-11,S-2110,66.0,6.0,ytm,10.407595967042166,9.090909090909092,policy_signal_window
1843-02-18,S-2110,66.0,6.0,ytm,10.412330171750831,9.090909090909092,policy_signal_window
1843-03-11,S-2110,70.75,6.0,ytm,9.702255209016204,8.480565371024735,policy_signal_window
1843-03-25,S-2110,69.5,6.0,ytm,9.897371690900986,8.633093525179856,policy_signal_window
1843-04-15,S-2110,67.0,6.0,ytm,10.293946989741446,8.955223880597014,policy_signal_window
1843-04-22,S-2110,69.0,6.0,ytm,9.990327351519102,8.695652173913043,policy_signal_window
1843-04-29,S-2110,77.0,6.0,ytm,8.82984954423985,7.792207792207792,policy_signal_window
1843-05-13,S-2110,87.0,6.0,ytm,7.517273097989786,6.896551724137931,
1843-05-20,S-2110,86.0,6.0,ytm,7.644580379201981,6.976744186046512,
1843-06-03,S-2110,88.0,6.0,ytm,7.397726483457968,6.8181818181818175,
1843-06-10,S-2110,92.0,6.0,ytm,6.913415431560593,6.521739130434782,
1843-06-17,S-2110,88.5,6.0,ytm,7.33889893499676,6.779661016949152,
1843-06-24,S-2110,87.75,6.0,ytm,7.433507982651902,6.837606837606838,
1843-07-01,S-2110,90.0,6.0,ytm,7.157641201756307,6.666666666666667,
1843-07-08,S-2110,89.0,6.0,ytm,7.281571985519355,6.741573033707865,
1843-08-05,S-2110,89.5,6.0,ytm,7.225575037202468,6.70391061452514,
1843-08-12,S-2110,88.5,6.0,ytm,7.350938640327096,6.779661016949152,
1843-08-19,S-2110,89.0,6.0,ytm,7.2902393951530735,6.741573033707865,
1843-08-26,S-2110,90.0,6.0,ytm,7.168092032341995,6.666666666666667,
1843-09-02,S-2110,91.0,6.0,ytm,7.04696465271126,6.593406593406594,
1843-09-16,S-2110,93.0,6.0,ytm,6.8077016282585365,6.451612903225806,
1843-09-23,S-2110,93.25,6.0,ytm,6.7787349016364535,6.434316353887399,
1843-09-30,S-2110,95.0,6.0,ytm,6.572317316285145,6.315789473684211,
